"priref","term","termbeschrijving"
"67431","toestanden en invloeden (guideterm)","De hiërarchie Toestanden en Invloeden bevat termen voor fysieke kenmerken die zichtbaar zijn in of op materialen of objecten en die het gevolg zijn van bepaalde fysieke omstandigheden of spontane fysische of chemische veranderingen. Relatie tot andere hiërarchieën: descriptoren voor processen van fysieke verandering zijn te vinden in de hiërarchie Procedés en Technieken, zoals ‘barsten’. Termen voor vormen of effecten die opzettelijk zijn toegevoegd aan objecten als ornament (bijvoorbeeld ‘sterrenkruisen’) zijn te vinden in de hiërarchie Ontwerpelementen of in de Onderdelen hiërarchie, zoals ‘luchtbellen (glasdecoratie)’."
"67432","houthakken",""
"67433","sprokkelen",""
"67434","zagen (handeling)",""
"67435","explosie","Plotselinge gevallen van hevige uitzetting of uitbarsting, opzettelijk of onopzettelijk veroorzaakt, als gevolg van zeer snelle ophoping van inwendige energie, zoals door een chemische of nucleaire reactie of het vrijkomen van gassen of dampen."
"67436","schaduw (lichteffect)","Licht waarvan de intensiteit lager is doordat de stralen worden tegengehouden."
"67437","druppel (vloeistof)","Kleine hoeveelheid vloeistof."
"67438","moskee (gebouw)","Islamitische gebedsplaatsen. Openbare moskeeën bestaan uit een gedeelte dat gereserveerd is voor gemeenschappelijk gebed, vaak in een gebouw met een koepel en een minaret, en met een nis (mihrab) of andere constructie die de richting van Mekka aangeeft. Soms is er ook een platform van waaraf de preek wordt gehouden (minbar), en een aangrenzende hof waarin het water wordt aangeboden voor de verplichte wassingen voor het gebed. Omdat representaties van de menselijke gestalte verboden zijn, heeft de versiering een geometrisch karakter, of is gebaseerd op Arabische kalligrafie."
"67442","hoofd naar rechts","voor de kijker naar rechts; het gaat erom waar de neus heenwijst"
"67444","hoofd naar links","voor de kijker; het gaat erom waar de neus heenwijst"
"67445","hand in de zij",""
"67447","luisterend gebaar",""
"67448","sprekend gebaar",""
"67454","lieslaars","Laarzen die tot de heupen reiken en vooral door vissers worden gedragen."
"67455","rijlaars","Meestal nauwsluitende laarzen van donker leer of lederachtig materiaal die worden gedragen bij het paardrijden."
"67456","tafelbel","Bellen, in allerlei uitvoeringen, steeds met handvat waardoor ze in de hand kunnen worden gehouden om ze te luiden."
"67457","mos","Kleine, bebladerde, bedektbloeiende planten van de klasse der Musci, die zich voortplanten met sporen en gewoonlijk worden aangetroffen in bosjes, matten of zoden op vochtige grond, boomstammen of rotsen."
"67458","tredmolen","Apparaten die draaibewegingen maken door het gewicht van mensen of dieren die lopen op een reeks van bewegende treden of op een band, die een soort onafgebroken baan vormt om bijvoorbeeld een paar horizontale cilinders."
"67459","wipmolen","Wordt gebruikt voor windmolens met een houten kap die draait op een meerhoekige onderconstructie, die is bedekt met afbouwmateriaal."
"67460","standerdmolen","molen op een open of gesloten standaard; het op een as geplaatste bovendeel wordt op de wind gezet; wordt gebruikt voor malen; de maalstenen zitten in het bovenhuis. Niet te verwarren met de wipmolen."
"67461","torenmolen","Windmolen in de gedaante van een ronde, stenen gemetselde recht opgaande toren."
"67462","beltmolen","Type windmolen op een natuurlijke of kunstmatig opgeworpen heuvel die de functie van de stelling bij een stellingmolen overneemt."
"67464","fajalobi","tropische heester met vuurrode bloemen en vruchten, 'brandende liefde'"
"67465","rododendron (guideterm)","rhododendron"
"67466","rododendron",""
"67467","bagage","Houders van verschillende vorm en afmeting primair bedoeld voor de bezittingen van een reiziger."
"67468","hoedendoos","Dozen die voornamelijk zijn bedoeld voor het bewaren van hoeden die zijn opgeslagen zijn. Eveneens die stukken handbagage die meestal rond en diep zijn en handvaten hebben, en die speciaal zijn ontworpen om hoeden te dragen hoewel ze vaak door vrouwen worden gebruikt als reistassen."
"67469","hutkoffer","Onbuigzame, doosachtige houders, meestal groot en vaak versterkt, voor het inpakken van kleren en andere persoonlijke bezittingen of artikelen voor op reis of opslag."
"67470","muziekinstrumentenkoffer","Houders die speciaal zijn gemaakt om muziekinstrumenten op te slaan, te vervoeren of te beschermen."
"67471","halflang haar (mannenkapsel)",""
"67472","kalend",""
"67473","kort haar (mannenkapsel)",""
"67474","lang haar (mannenkapsel)",""
"67475","naar voren gekamd haar",""
"67476","tonsuur",""
"67477","à la hurluberlu"," Vrouwenkapsel met korte krullen op het voorhoofd en op de slapen. Overige haar in chignon achter op het hoofd, 1675- 1700."
"67478","à la sévigné","Vrouwenkapsel, breed uitstaande pijpenkrullen aan weerszijden van het hoofd, het overige haar in chignon achter op het hoofd: eerste verschijning 1655-1675; opnieuw in de mode 1840-1850."
"67479","breed opgemaakt haar",""
"67480","chignon (kapsel)",""
"67481","fontangekapsel",""
"67482","gefriseerd haar",""
"67483","halflang haar (vrouwenkapsel)",""
"67484","kort haar (vrouwenkapsel)",""
"67485","lang haar (vrouwenkapsel)",""
"67486","opgemaakt kapsel met boogje",""
"67487","opgestoken haar",""
"67488","pijpenkrul",""
"67489","pijpenkrullen aan de slapen",""
"67491","breed opgemaakt haar met afhangende lok(ken)",""
"67492","breed opgemaakt haar met schouderrollen",""
"67493","hoog opgemaakt haar met afhangende lok(ken)",""
"67494","hoog opgemaakt haar met juwelen en/of veren",""
"67495","hoog opgemaakt haar met schouderrollen",""
"67496","hoog opgemaakt haar",""
"67497","pruik met flosje",""
"67498","strik (motief)",""
"67499","kniebroek","Knielange broeken voor mannen en jongens; het standaardtype broek van de 17e tot begin 19e eeuw. Gebruik 'kuitbroeken' voor soortgelijke kledingstukken voor meisjes en vrouwen in de 20e eeuw."
"67501","keurvorstin",""
"67502","keurvorst",""
"67503","emir","Saraceense of Arabische prinsen, die gouverneur waren van een provincie, en vaak ook militair bevelhebber."
"67504","farao","Verwijst naar de opperste heersers van het oude Egypte, die werden beschouwd als koningen en goden. De term is afgeleid van het Egyptische woord 'per-aa', dat 'groot huis' betekent en oorspronkelijk naar het koninklijk paleis verwees. De term werd als synoniem of uiting van eerbied voor de Egyptische koning gebruikt in het Nieuwe Rijk vanaf de Achttiende Dynastie (1539-1292 v. Chr.). In het moderne taalgebruik wordt de term in het algemeen gebruikt om te verwijzen naar alle Oudegyptische koningen, ongeacht wanneer zij heersten."
"67505","sultan","Koningen of alleenheersers in een moslimstaat, met name ten tijde van het Ottomaanse Rijk."
"67506","heiligdom","Plaatsen waar aanbidding plaatsvindt van een beeld, afbeelding, heilige, heiligheid of andere gewijde objecten. Gebruik 'reliquiaria' voor houders voor het bewaren van relikwieën van heiligen."
"67507","mariabeeld",""
"67509","achter borstwering",""
"67510","gouden achtergrond",""
"67511","asbak","Houders om as van tabak in op te vangen, gemaakt in allerlei maten, vormen en uitvoeringen."
"67513","rechaud","Toestellen behorende op een tafel of buffet om voedsel warm te houden."
"67514","theepot","Afgedekte potten voor het laten trekken en serveren van thee, met tuit en handvat en soms met voetjes. Te onderscheiden van 'theeketels' die een hengsel als handvat en een brede, platte onderkant hebben en worden gebruikt om water in te verwarmen waar thee van wordt gezet."
"67515","drinkhoorn","Drinkgerei gemaakt van een hoorn, in zilver of brons gemonteerd."
"67517","kop (drinkgerei)","Drinkgerei, vaak met één handvat, maar soms met twee of geen handvatten, gewoonlijk op een lage voetring; naar boven toe minder wijd uitlopend dan 'kommen'."
"67518","mok","Drinkgerei, vaak cilindrisch van vorm, met een vlakke bodem, met één handvat en soms met een deksel."
"67521","waterketel","Afgedekte ketels om water in te koken, meestal met een korte schenktuit, een hengsel als handvat en een brede platte onderkant. Wordt vaak samen gebruikt met een theepot waarin de theeblaadjes trekken."
"67522","in een deuropening",""
"67523","in een trompe-l'oeil-omlijsting (toogvormig)",""
"67524","achter een balustrade",""
"67526","in een achthoek",""
"67527","in een ovaal",""
"67528","in een kader",""
"67529","in een tondo",""
"67530","in een toogvorm",""
"67531","op een houten blad of tafel",""
"67532","op een marmeren voetstuk",""
"67533","op een paal",""
"67535","op een rots",""
"67536","op een stenen balustrade",""
"67537","op een stenen plint",""
"67538","op een stenen tafel",""
"67539","op een stok",""
"67540","op een tafel",""
"67541","op een tak",""
"67542","op een voetstuk",""
"67543","all'antica","Kunststijl die de stijlen van de oude wereld imiteert."
"67544","blootvoets","State of partial undress in which the individual is without shoes or other foot coverings, in a circumstance where shoes may be expected."
"67546","keten (belemmeringsbenodigdheid)","Voorwerpen, zoals ringen, kettingen of ander sluitwerk, meestal van ijzer of een ander metaal, die aan de polsen of enkels worden vastgemaakt om iemand in zijn bewegingsvrijheid te beperken."
"67548","gezicht verbergen",""
"67549","handen geheven",""
"67550","handen gevouwen",""
"67552","lange neus maken",""
"67553","mond afvegen",""
"67554","proostend gebaar",""
"67555","vinger aan de neus",""
"67556","vingers in de mond",""
"67557","wijsvinger opheffen",""
"67558","wijsvinger tegen de mond",""
"67559","krabben (proces)","De actie, het proces of de techniek van het aanbrengen van lichte lineaire schuringen op een oppervlak van welke aard dan ook. Kan verwijzen naar schade, of naar een techniek voor het maken van kunst, zoals in prentkunst."
"67560","achterom kijkend",""
"67561","armen omhoog",""
"67562","armen over elkaar",""
"67563","armen uitstrekken",""
"67564","benen over elkaar",""
"67565","bukkend",""
"67566","document in de hand",""
"67567","doek in de hand",""
"67568","gearmd",""
"67569","hand aan de kin/peinzend",""
"67570","hand in de zak",""
"67571","hand in hand",""
"67572","hand in vest","teken van huwelijkstrouw"
"67573","hand vasthouden",""
"67574","hand voor de borst",""
"67575","hand(en) op de rug",""
"67576","handen achter het hoofd",""
"67577","handen in de zij",""
"67578","handen op schoot",""
"67579","handen over elkaar",""
"67580","handschoen(en) in de hand",""
"67581","hoofd steunend op arm",""
"67582","leunend",""
"67583","omkijken",""
"67584","op de uitkijk staan",""
"67585","op schoot zitten",""
"67586","opgetrokken knieën",""
"67587","rok ophouden",""
"67588","schrijlings",""
"67592","tabakskomfoor",""
"67597","aankomst",""
"67600","hangend gevogelte (jachtbuit)",""
"67602","rooster","Raamwerken van evenwijdige of elkaar kruisende staven die een opening of doorgang blokkeren. Ook voor gelijksoortige elementen die gebruikt worden voor het koken boven vuur of in open haarden."
"67603","afgesneden borsten",""
"67604","andreaskruis","Kruisen in de vorm van de letter X."
"67605","bloemenslinger (attribuut)",""
"67606","caduceus (staf)","De kerykeion (Grieks: κηρύκειον) of caduceus (Latijn: afgeleid van het woord caduceator, wat heraut of onderhandelaar betekent) is een staf die een koerier of onderhandelaar ongehinderde doorgang moest verlenen in het oude Griekenland. De staf is door twee slangen omwonden, en vaak bekroond (als verwijzing naar Hermes) met twee vleugels. Later komt ook wel een Franse lelie voor op de staf."
"67607","ciborie","Houders ter bewaring van geconsacreerde hosties, veelal in de vorm van een kelk met deksel en vaak van edelmetaal. Te onderscheiden van: ciboria (constructies)."
"67608","esculaap","Conventionalized representations or motifs of staffs with a snake twined around them that are used as symbols of medicine."
"67609","hoorn des overvloeds (motief)","De hoorn des overvloeds is een symbool afkomstig uit de oud-Griekse mythologie. Oorspronkelijk was het een kromme geitenhoorn, in het bezit van Amalthea. De eigenaar kon uit de hoorn laten komen wat hij maar wilde. Vaak afgebeeld als een hoorn of kegel gevuld met fruit of graan."
"67610","hortus conclusus","Distinctieve christelijke visuele werken met de hortus conclusus (omheinde tuin) als iconografische thema; vooral bekend vanaf de late middeleeuwen tot de 17e eeuw, vaak in vrouwelijke monastieke instellingen. Ze hebben meestal de vorm van een paneel in bas-reliëf of assemblages, bijvoorbeeld met een centrale sculptuur en uitgebreide wassen bloemen, borduurwerk, etc. Ze portretteerde de Maagd Maria of een andere heilige figuur, omringd door bloemen en planten. Dit speciale werk ontwikkelde in de Zuidelijke Nederlanden, maar werden ook teruggevonden gevonden in het noordwesten van Duitsland en elders."
"67611","kei","Een steenfragment, rond of tot een andere vorm afgesleten, met een diameter van 64 tot 256 mm, dus groter dan een kiezelsteen en kleiner dan een zwerfkei. De term verwijst meer in het bijzonder ook naar een rond afgesleten steen die wordt gebruikt voor bestrating en andere bouwwerkzaamheden."
"67612","kerkmodel",""
"67613","kruisstaf (met vaantje)",""
"67614","maansikkel",""
"67615","Medusa-schild",""
"67616","olijftak",""
"67617","palmtak",""
"67618","pauwenveer",""
"67619","pijlenbundel","Heraldisch symbool voor kracht."
"67620","tandwiel","Getande schijven, kegels, cilinders of andere onderdelen van een mechaniek die zijn ontworpen om in soortgelijke getande onderdelen te passen voor bijvoorbeeld het overbrengen van kracht en het veranderen van snelheid of richting."
"67621","tatoeage",""
"67623","symbool","Afbeeldingen (abstracte tekens, figuren of objecten) die een bepaald concept tot uitdrukking brengen."
"67624","handschrift en lettertype",""
"67625","leeuwhondje",""
"67626","chatelaine (kledingaccessoire)","Sierkettingen, -spelden of knipsluitingen die meestal om de pols van een vrouw worden gedragen en waaraan bedeltjes, sleutels, buideltjes of andere voorwerpen aan zijn vastgemaakt."
"67628","gordel (riem)","Smalle riemen, koorden, sjerpen of dergelijke die meestal voor de sier zijn en om het middel worden gedragen om kleding te sluiten of nauwer te maken of die fungeren als middel om kleine objecten zoals portefeuilles of sleutels te houden."
"67629","tong (lichaamsdeel)",""
"67632","heup",""
"67633","mensenhoofd",""
"67634","onderkin",""
"67635","oog (dierlijke of menselijke component)","Gepaarde, ronde zichtorganen in het menselijk hoofd of de koppen van andere gewervelde dieren. De term kan ook verwijzen naar verschillende soorten visuele of licht detecterende organen bij ongewervelde dieren."
"67637","op een stenen plint (trapsgewijs)",""
"67639","op een stenen sokkel",""
"67641","ilex",""
"67643","hulst","ilex aquifolium"
"67645","karos",""
"67646","sjees","Te gebruiken voor lichte, open rijtuigen met twee wielen die worden getrokken door één paard, voor één of twee passagiers en met of zonder vouwdaken; populair in Engeland en de Verenigde Staten in de 18e en vroeg 19e eeuw."
"67647","drie menselijke figuren",""
"67648","één menselijke figuur",""
"67649","twee menselijke figuren",""
"67650","vier menselijke figuren",""
"67651","vijf menselijke figuren",""
"67656","banderol (vaantje)","Lange smalle vlaggen, vanen of wimpels, vaak uitlopend in twee (of drie) punten of staarten. Ze worden aan de masttoppen van schepen bevestigd, aan een lans gevoerd of op een andere manier gebruikt."
"67657","perkamentrol","Lange stroken van buigzaam materiaal die worden gebruikt voor geschreven documenten en worden opgerold om makkelijker te kunnen hanteren en opslaan. Voor schilderijen op hangende perkamentrollen of handrollen wordt 'rolschilderingen' gebruikt."
"67658","document (objectgenre)","Te gebruiken voor vastgelegde informatie, onafhankelijk van medium of kenmerken. Meestal geschreven, gedrukte of digitale informatie, maar in brede zin ook vastgelegde visuele of akoestische informatie dan wel driedimensionale objecten (corporele documenten)."
"67660","oorkonde","Meestal verzegelde documenten waarin bepaalde rechten worden vastgesteld, de doelstellingen en de principes van een pas opgezette entiteit uiteen worden gezet en waarin dikwijls officiële afspraken worden gemaakt en speciale privileges of vrijstellingen worden toegekend."
"67661","vel (informatiedrager)","Stukken papier, anders dan plano's, waarop materiaal aan TTn of beide kanten is geschreven, afgedrukt of getekend. Als het gaat om drukwerk zijn ze zo afgedrukt dat ze kunnen worden gevouwen om de opeenvolgende bladen van een publicatie te vormen."
"67662","puntzak","Driehoekige papieren zak, dient als verpakking voor etenswaren zoals snoepgoed of frieten."
"67663","toegangsbewijs","Papieren strookjes of kaartjes die aangeven dat de houder voor de toegang of entree heeft betaald of hier anderszins recht op heeft."
"67664","verpakking","Gebruik voor materialen voor verpakking of de bescherming van producten die informatie bevatten, of een boodschap over het product overbrengen. Voor materiaal dat wordt gebruikt om objecten te beschermen, stoten op te vangen of vast te zetten voor veilige verzending of opslag, gebruik ""verpakkingsmateriaal."""
"67666","pateen","Ondiepe schalen, in de regel van edelmetaal, gebruikt in de christelijke liturgie waarop de grote hostie rust, soms zowel voor als na de inzegening."
"67667","schorpioenen (guideterm)","scorpiones"
"67668","schorpioen",""
"67670","rode aalbes","ribes rubrum"
"67671","witte aalbes","ribes album"
"67673","zeilen hijsen/strijken",""
"67675","kwartel","coturnix coturnix"
"67677","grove den","pinus sylvestris"
"67678","parasolden","pinus pinea"
"67682","tamme kastanje (boom)","castanea sativa"
"67687","inschepen",""
"67688","dierenhuid","Te gebruiken voor het omhulsel van een groot dier zoals een koe of een buffel, wanneer het is losgemaakt van het lichaam, met of zonder haar, vers, gedroogd, gelooid of geprepareerd. Gebruik de term 'huid' voor het omhulsel van een klein dier. Gebruik de term 'leer' voor gelooide dierenhuid."
"67689","berenvel",""
"67690","balken (dierengedrag)",""
"67692","bijtend dier",""
"67693","blaffen",""
"67694","bokken (dierengedrag)","Schoppende beweging uitgevoerd door vee en paarden."
"67695","broeden (dierengedrag)",""
"67696","drinkend dier",""
"67697","etend dier",""
"67698","grazen",""
"67699","vervelling",""
"67700","kraaien (dierengedrag)",""
"67701","kruipen","Op handen en knieën over de grond bewegen."
"67702","likken (dierengedrag)","De actie waarbij de tong over een oppervlak gaat."
"67703","loeien",""
"67705","metamorfose (biologische gebeurtenis)","Actions or processes resulting in the change of form in an animal or its parts, during post-embryonic development. The term is used for the process of transformation from an immature form to a different adult form that many insects and other invertebrates, and some vertebrates (e.g., frogs), undergo in the course of maturing."
"67706","ondersteboven",""
"67707","open bek",""
"67708","opspringende hond",""
"67710","dierlijke seksuele activiteit","Seksueel gedrag van niet-menselijke dieren."
"67711","snuffelen (dierengedrag)",""
"67712","steigeren","De handeling van een vierpotig dier dat op de achterpoten naar voren veert."
"67713","clair-obscur","De techniek van het contrasteren van licht en donker binnen een afbeelding, met name in een afbeelding waar de vormen grotendeels door het samenkomen van lichtere en donkerdere gebieden - en dus niet door scherpe contouren- zijn vastgelegd."
"67714","kameleons (guideterm)","chamelonidae"
"67716","kameleon","chamaeleon chamaelon"
"67717","driespan (dieren)",""
"67718","tweespan (dieren)",""
"67719","vierspan (dieren)",""
"67720","zesspan (dieren)",""
"67721","spitsboog","Gewelfbogen gevormd door bogen uitgaande vanuit een even aantal centra, meestal twee, zodat de top van het gewelf een punt is."
"67722","anker","Wordt gebruikt voor verschillende soorten voorwerpen die op de bodem van een watermassa worden gegooid met de bedoeling om vast te komen te zitten en de beweging van het vaartuig of andere objecten tegen te gaan."
"67723","boei","Verankerde drijvende toestellen die als baken dienen voor de scheepvaart door de grenzen van de bevaarbaarheid aan te geven op waterwegen of gevaren te markeren, zoals wrakken, rotsen, mijnen, schietterreinen of telegraafkabels."
"67724","bootshaak","Poles mounted with hooks on one end that are used to pull or push a boat to or from another boat or fixed object. Usually the working part is comprised of a half rounded, pointed hook used to pull, and a straight point used to push. These are forged together on a socket."
"67725","loopplank (nautisch)",""
"67726","mast","Wordt gebruikt voor verticale palen, meestal op hun plaats gehouden met een stormlijn, die dienen als verankering, zoals voor ophangkabels of om antennes omhoog te houden."
"67728","patrijspoort",""
"67729","roeispaan","Wordt gebruikt voor smalle steel, meestal van hout, gevormd in een rond handvat of greep aan de ene kant en een blad met een plat uiteinde aan de andere kant en die wordt gebruikt om te roeien. Gebruik 'peddels (vaartuiguitrusting)' voor soortgelijke maar kortere riemen met ronde blad die worden gebruikt voor het voortbewegen van kleine bootjes."
"67730","roer","Beweegbare controleoppervlakten die worden gebruikt om richting te geven aan vaartuigen wanneer deze in beweging zijn; meestal bevestigd aan de achterkant van voertuigen."
"67732","vaarboom",""
"67733","zeil","Doeken of platen van een materiaal die zijn ontworpen om wind te vangen en de energie hiervan om te zetten, bijvoorbeeld om een zeilboot voort te bewegen of een windmolen te laten draaien."
"67734","grassenfamilie (guideterm)","graminiceae"
"67736","riet","phragmites australis"
"67737","bronmos",""
"67738","duitblad",""
"67739","waterkaardefamilie (guideterm)","hydrocharitaceae"
"67740","waterleliefamilie (guideterm)",""
"67741","waterplant",""
"67742","waterranonkel","ranunculus aquatilis"
"67743","waterweegbreefamilie (guideterm)","Alismataceae"
"67744","witte waterlelie","nymphaea alba"
"67746","waterlelie","nymphaea"
"67748","brancard","Te gebruiken voor verschillende vervoermiddelen voor één persoon, die meestal bestaan uit canvas of een dergelijk materiaal dat over een frame is gelegd of gespannen voor het vervoeren van zieken, gewonden of doden. Gebruik 'draagkoetsen' voor rijkelijk versierde vervoermiddelen in de vorm van een doos, vaak met gordijnen, die op palen worden gedragen door mensen of dieren; gebruik 'draagstoelen' wanneer ze de vorm hebben van een draagbare stoel."
"67750","kruk (hulpmiddel)","Staven of stokken die aan één kant een dwarsstuk hebben dat onder de oksel past en die een mank of kreupel persoon ondersteunen tijdens het lopen."
"67752","verband","Benodigdheden, zoals pleisters en zwachtels, die worden gebruikt om zweren, wonden of andere letsels te verbinden of te bedekken."
"67755","laurierfamilie (guideterm)","lauraceae"
"67757","laurier","laurus nobilis"
"67762","pamflet","Wordt gebruikt voor volledige, niet-periodieke gedrukte geschriften met meestal minder dan 80 pagina's en vaak met een papieren kaft. Soms zijn het korte verhandelingen over actuele thema's of onderwerpen. Voor kleinere gedrukte geschriften bestaand uit één gevouwen en niet ingenaaide of gebonden blad wordt 'vouwbladen' gebruikt."
"67763","hout","Het belangrijkste weefsel van bomen en andere planten dat zowel in stevigheid als een middel voor het opnemen van voedingsstoffen voorziet. Hout is een van de bekenste en meest veelzijdige materialen die de mens gebruikt."
"67764","brandhout",""
"67765","drijfhout",""
"67766","plank (hout)","Verwijst naar lange, brede, vierkant gezaagde vlakke delen geschaafd hout, die dikker zijn dan 'platen'. Een plank is meestal een stuk gezaagd hout dat bestemd is voor constructiewerk of andere doeleinden, met een dikte van vijf tot 15 centimeter en een lengte van 2 meter 50 of meer."
"67769","duwen",""
"67770","rollen (beweging)",""
"67771","trekken (activiteit)",""
"67773","koptelefoon","Kleine luidsprekers die men op het hoofd draagt voor telecommunicatie of om naar muziek te luisteren."
"67774","alziend oog","Motief van een oog binnen een driehoek of piramide, dat zich in de 17de en 18de eeuw in Europa en Noord-Amerika uit het Egyptische oog van Horus heeft ontwikkeld. Het motief symboliseert een oog dat alles ziet of het oog van God, en wordt vaak in verband gebracht met de Vrijmetselarij."
"67775","aureool","In de schilderkunst, beeldhouwkunst, en verschillende artistieke voorstellingen, representaties van stralend licht of helderheid afkomstig van godheden, heilige personen, en andere goddelijke wezens of objecten, zoals de christelijke Lam van God of het woord ""God"". Soms door in de omtrek te verwijzen naar de gehele ensemble van licht en wezens of objecten."""
"67776","davidster","Zes-hoekige sterren opgebouwd uit twee gelijkzijdige driehoeken, de een omgekeerd over de ander heengelegd."
"67777","ouroboros","Slang die in zijn staart bijt, symbool van eeuwigheid."
"67779","tentoonstelling","Georganiseerde presentaties van met name kunstwerken of objecten die door de mens zijn vervaardigd."
"67780","veiling","Openbare verkoop van bezit aan de hoogste bieder, waarbij steeds hoger wordt geboden."
"67783","dukdalf","Wordt gebruikt voor multifunctionele scheepvaartconstructies die bestaan uit een groep palen die dicht bij elkaar in de bodem zijn gedreven en stevig zijn samengebonden tot één geheel."
"67784","ibissen en lepelaars (guideterm)","threskiornithidae"
"67785","ibis",""
"67786","monstrans","Houders waarin de geconsacreerde hostie wordt uitgestald op een altaar of tijdens een processie. In de regel (deels) van edelmetaal en op voet met stam. Te onderscheiden van 'pyxides'; dit zijn houders zonder stam gebruikt voor de grote hostie op het altaar of om de geconsacreerde hosties naar de zieken buiten de kerk te dragen."
"67787","ontblote schouder/borst",""
"67788","zwartbont (rund)",""
"67789","roodbont (rund)",""
"67793","voertuigonderdeel",""
"67794","antilope",""
"67795","runderen (guideterm)","bovinae"
"67796","kafferbuffel","syncerus caffer"
"67797","waterbuffel","bubalus bubalis"
"67798","buffel",""
"67800","zeenaaldachtigen (guideterm)","singnathiformes"
"67802","zeepaardje",""
"67804","sandaal","Schoenen die voornamelijk bestaan uit een zool die aan de voet is bevestigd door middel van riempjes, banden of koorden."
"67805","schoen met gesp",""
"67806","schoen met rozet",""
"67807","schoen met strik",""
"67808","schoen met vierkante punt",""
"67810","tootschoen","Schoenen of laarzen die zijn gemaakt met een bijzonder lange puntige teen die in Europa werden gedragen in de 14e en 15e eeuw. Kan ook verwijzen naar de punten van dergelijk schoeisel."
"67811","veterschoen","Footwear in which the uppers extend below the ankle joint, and that fastened to the foot with laces."
"67812","leunend op de elleboog/ellebogen",""
"67813","koekoeksbloem (guideterm)","lychnis"
"67815","echte koekoeksbloem","lychnis flos-cuculi"
"67816","op een houten klep",""
"67818","zijbelichting vanaf links",""
"67819","zijbelichting vanaf rechts",""
"67820","frontale belichting",""
"67821","achtergrondbelichting","Verlichting van achteren en vaak van boven een voorwerp; een techniek die zowel kan worden toegepast om de randen te voorzien van highlights als om een object te kunnen scheiden van diens achtergrond."
"67822","verrekijker","Optische apparaten die voor beide ogen worden gehouden en bestaan uit twee smalle telescopen die door middel van een frame aan elkaar vastzitten en voorzien zijn van een systeem waarmee meestal beide kijkglazen tegelijk kunnen worden scherpgesteld door middel van een schroef."
"67823","cassettenplafond","Plafonds met verdiept liggende gedecoreerde panelen tussen elkaar kruisende balken van een zoldering."
"67824","balkenzoldering","Plafonds met balken, hetzij voor de constructie hetzij ter decoratie, die zichtbaar zijn."
"67826","motief","Te gebruiken voor afzonderlijke of scheidbare ontwerpelementen, meestal decoratief, die alleen als individuele vormen of composities voorkomen of die worden herhaald of gecombineerd, om zo een patroon te vormen."
"67827","kandelaber (motief)","Motifs based on the candelabrum form, typically carved or painted and used in vertical panels of decoration."
"67829","geometrisch motief",""
"67830","gevleugeld engelenkopje",""
"67831","plantenmotief",""
"67832","schelpmotief","Schelpvormige motieven op voorwerpen, bouwelementen en kleding."
"67835","mausoleum",""
"67836","wandschildering","Schilderingen die een groot deel van een muur- of plafondoppervlak bedekken. Gebruik 'wandversieringen' voor werken in andere media die grote delen van muren danwel plafonds bedekken."
"67837","imitatiewandtapijt","Nabootsing van een geweven wandtapijt, bestaande uit een ongeprepareerd grof geweven doek, beschilderd met tempera (R. Harmanni, maart 2005)"
"67838","geschilderd behangsel",""
"67841","hoedenspeld","Long, straight pins with a large head, which is usually ornamented, intended to be worn on a hat as a fastening device or decoration."
"67844","korte broek","Bovenkleding met twee pijpen ter bedekking van het onderlijf, vanaf de taille of heup tot ergens boven de knie."
"67845","kuitbroek","Kuitlange broeken die worden gedragen door vrouwen en meisjes."
"67846","lange broek","Tot de enkels reikende broek."
"67847","pofbroek","Korte kniebroeken die in Europa in de 16de en 17de eeuw door mannen werden gedragen en die het lichaam bedekten van het middel tot halverwege het dijbeen. Ze waren soms gevuld, liepen uiteen van strak- tot loszittend en sloten bij het kruis op de kous aan."
"67848","vlinderbloemfamilie (guideterm)","fabaceae"
"67849","pronkboon","phaseolus coccineus"
"67851","boon","phaseolus vulgaris"
"67852","klauwpoot (meubilair)","Voeten die zo zijn uitgesneden dat ze op een de poot van een dier lijken. Worden gebruikt aan stoelen, sofa's, en kasten, vooral in de 19e eeuw."
"67853","poot (dierlijk lichaamsdeel)",""
"67854","lade",""
"67862","lipbloemenfamilie (guideterm)","labiatae"
"67864","heidefamilie (guideterm)","ericaceae"
"67865","heide (plant)",""
"67866","draaimolen","Constructies die bestaan uit een draaiend rond platform met zitplaatsen, vaak in de vorm van paarden of andere dieren waarop mensen kunnen rijden, meestal onder begeleiding van mechanische of opgenomen muziek."
"67867","podium","Wordt gebruikt voor verhoogde platformen voor sprekers of dirigenten. Ze komen zowel buiten als binnen voor, vaak smaller dan de breedte van de directe ruimte waar ze op rusten.  Voor de verhoogde platformen die aan het eind van ruime kamers geplaatst zijn als eervolle of belangrijke plaats, zoals voor sprekers, officieren of hoogwaardigheidbekleders wordt 'podia' gebruikt."
"67870","zonlicht","Te gebruiken met betrekking tot het directe licht van de zon; gebruik 'daglicht' voor het licht overdag in algemene zin."
"67871","casserole","Kook-, stoof- of braadpan, soms met deksel, soms met steel, om voedsel in een oven te bereiden; ook om uit te serveren."
"67872","potdeksel",""
"67873","steelpan","Houders meestal gebruikt om in te koken; ook om er sauzen in te maken, boter in te smelten; metaal, ca. 1 tot 2 liter, platte bodem, lange rechte steel, soms met deksel, soms met schenktuit. Ook benaming van pannen met verticale, bollende of ojiefvorrmige zijden."
